BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.623609089,-0.899626571,-0.887673684,-0.880843666,-0.888315207
-0.623588777,-0.899625793,-0.887673669,-0.880842471,-0.888315053
-0.623587129,-0.899624606,-0.887671247,-0.880842015,-0.888314574
-0.623571888,-0.899624597,-0.887671124,-0.880841653,-0.888312702
-0.623563692,-0.899624071,-0.887671074,-0.880841074,-0.888309749
-0.623561458,-0.899623707,-0.887670802,-0.880840683,-0.888308812
-0.623561251,-0.899622681,-0.887670052,-0.880840319,-0.888306417
-0.62354932,-0.899622325,-0.887669362,-0.880839644,-0.88830535
-0.62354655,-0.899621976,-0.887668411,-0.880838683,-0.888302412
-0.623527804,-0.899621033,-0.88766798,-0.880837709,-0.888298837
-0.62351111,-0.89961926,-0.887666475,-0.8808369,-0.888297773
-0.623491779,-0.89961856,-0.887666016,-0.880836813,-0.888296963
-0.62348587,-0.899617813,-0.887664061,-0.880836419,-0.888295866
-0.623477874,-0.899616985,-0.887664051,-0.88083605,-0.888295185
-0.62346351,-0.899615715,-0.887663899,-0.880835527,-0.888293505
-0.62345903,-0.89961457,-0.887661305,-0.880835122,-0.888293323
-0.623454594,-0.899613806,-0.8876612,-0.880832508,-0.888291352
-0.623449873,-0.899613232,-0.88766048,-0.880832326,-0.888291263
-0.623444574,-0.899613089,-0.887659638,-0.880830201,-0.88829102
-0.62342961,-0.899612173,-0.887658888,-0.88082747,-0.888290264
-0.623427701,-0.899611632,-0.88765852,-0.880826781,-0.888289789
-0.623414767,-0.899611114,-0.887657646,-0.880826197,-0.888288192
-0.623408891,-0.899610941,-0.887657305,-0.880825481,-0.888287589
-0.623406102,-0.899610626,-0.887656606,-0.880823677,-0.888286816
-0.623390562,-0.899610441,-0.887656523,-0.88082319,-0.888286794
-0.62337633,-0.899608653,-0.887656396,-0.88082311,-0.888285974
-0.623364896,-0.899608335,-0.887656028,-0.880822214,-0.888283649
-0.62336393,-0.899606107,-0.887655093,-0.880821949,-0.888283472
-0.62336192,-0.899605019,-0.887653818,-0.880821743,-0.888283439
-0.623356162,-0.899604961,-0.8876535,-0.880821522,-0.888282505
-0.623348366,-0.899604727,-0.887653129,-0.880821267,-0.888281516
-0.623345907,-0.899603192,-0.887651809,-0.880821104,-0.888279496
-0.623330991,-0.899603073,-0.887651404,-0.880820659,-0.888278548
-0.623325226,-0.899601425,-0.887650822,-0.880818131,-0.888277707
-0.623291418,-0.899600494,-0.887650804,-0.880818121,-0.888275382
-0.623286539,-0.899599958,-0.887650693,-0.880815593,-0.888272985
-0.623274534,-0.899599386,-0.887650546,-0.880815593,-0.888271213
-0.623271538,-0.899599308,-0.887649139,-0.880815486,-0.888271081
-0.623271014,-0.899598896,-0.88764907,-0.880815123,-0.888269971
-0.623251305,-0.899598506,-0.887647781,-0.880814865,-0.888269398
-0.623246556,-0.899598096,-0.887647329,-0.880814218,-0.888268685
-0.623246216,-0.899598048,-0.887646835,-0.880810385,-0.888268469
-0.623240863,-0.899597876,-0.887646629,-0.880810261,-0.88826839
-0.62323238,-0.899596522,-0.887646376,-0.880809242,-0.888266789
-0.623222966,-0.899596421,-0.887645155,-0.880808226,-0.888266112
-0.623208479,-0.8995962,-0.887644013,-0.880806331,-0.888266101
-0.623194435,-0.899595713,-0.887643607,-0.880806098,-0.888262934
-0.623191307,-0.899594214,-0.887643084,-0.880805074,-0.888261234
-0.623188295,-0.899593646,-0.887641303,-0.880803041,-0.888258784
-0.623184003,-0.899592957,-0.887640886,-0.880802798,-0.888258618
-0.623180815,-0.899592619,-0.88764,-0.880802476,-0.88825859
-0.623178871,-0.899591528,-0.887639479,-0.880798958,-0.888258539
-0.62316877,-0.899591289,-0.887638727,-0.880797805,-0.888256464
-0.623163546,-0.899590338,-0.887638216,-0.880797779,-0.888256349
-0.623162848,-0.899588617,-0.887637466,-0.880797623,-0.888256241
-0.623158552,-0.899588495,-0.887634333,-0.880797134,-0.888256236
-0.623153352,-0.899588364,-0.887633581,-0.880796135,-0.888256169
-0.623151302,-0.899588189,-0.88763352,-0.880796019,-0.888255551
-0.623148922,-0.899586123,-0.887633355,-0.880794798,-0.888255414
-0.623148248,-0.899585604,-0.887632345,-0.880794544,-0.888255302
-0.623146948,-0.899585598,-0.887631898,-0.880794482,-0.88825481
-0.623140498,-0.899585408,-0.88762953,-0.880794403,-0.88825478
-0.62311823,-0.89958539,-0.887627043,-0.880793919,-0.888253387
-0.623109568,-0.899584013,-0.887626664,-0.880793745,-0.888253289
-0.623092989,-0.899581255,-0.887626408,-0.880793441,-0.888250985
-0.623088552,-0.899581059,-0.887626378,-0.88079068,-0.8882502
-0.623086086,-0.899580674,-0.887626167,-0.880790302,-0.888249485
-0.623083498,-0.899579753,-0.887625357,-0.880789951,-0.888247369
-0.623081888,-0.899579655,-0.887624851,-0.88078955,-0.888246169
-0.623065892,-0.899579245,-0.887624795,-0.880788904,-0.888245197
-0.623058779,-0.899578405,-0.887623691,-0.880788552,-0.888244891
-0.623054147,-0.899578064,-0.887620872,-0.880788506,-0.888244468
-0.623044827,-0.899577339,-0.887620333,-0.880787514,-0.888241786
-0.623036515,-0.899577133,-0.887620161,-0.880786278,-0.888241755
-0.623017413,-0.899577115,-0.887616699,-0.880785126,-0.888240967
-0.623011243,-0.89957686,-0.887615512,-0.880784374,-0.888240034
-0.623000954,-0.899576494,-0.887615061,-0.880784289,-0.888239528
-0.622997375,-0.89957647,-0.887614951,-0.880782674,-0.888236733
-0.622996383,-0.899576024,-0.887612406,-0.8807794,-0.888236455
-0.62299457,-0.899574776,-0.887611472,-0.88077914,-0.888234763
-0.62298205,-0.899574633,-0.887610573,-0.880778255,-0.888234065
-0.622980746,-0.899573329,-0.887610269,-0.880775855,-0.888232687
-0.622978407,-0.899573299,-0.887609017,-0.88077482,-0.888231996
-0.622966173,-0.899573079,-0.887607936,-0.880771593,-0.888230032
-0.622950753,-0.899572279,-0.887607022,-0.880771171,-0.888229754
-0.622949016,-0.899572008,-0.887606185,-0.880770481,-0.888229437
-0.622933027,-0.899570158,-0.887605497,-0.880769991,-0.888228193
-0.622922449,-0.899570079,-0.887604766,-0.880769766,-0.888228154
-0.622918997,-0.899569867,-0.887604403,-0.880769403,-0.888228111
-0.622912241,-0.899569652,-0.887604113,-0.880769392,-0.888227123
-0.622904431,-0.899568131,-0.887601214,-0.880769317,-0.8882253
-0.622886291,-0.899568067,-0.887601206,-0.880769277,-0.888225234
-0.622874399,-0.899567861,-0.887600912,-0.880768749,-0.888223836
-0.622836504,-0.899567817,-0.887599975,-0.880766765,-0.888223407
-0.622831521,-0.89956722,-0.887599117,-0.880765545,-0.888223313
-0.622819954,-0.8995663,-0.887597628,-0.880764843,-0.888222832
-0.622816303,-0.899563363,-0.887597545,-0.880764452,-0.888220401
-0.622814493,-0.899562729,-0.887597458,-0.880763953,-0.888219884
-0.622811953,-0.899562701,-0.887596194,-0.880763105,-0.888217823
-0.622796776,-0.899562022,-0.887593746,-0.880762098,-0.888217202
-0.622776668,-0.899561874,-0.887592687,-0.880762073,-0.888215961
-0.622775201,-0.899561343,-0.887591791,-0.880761755,-0.88821443
-0.622756161,-0.89955954,-0.887591096,-0.880760551,-0.888213966
-0.622755641,-0.899559334,-0.887590804,-0.880759276,-0.888213788
-0.622718137,-0.899557347,-0.887590105,-0.880758419,-0.88821124
-0.62271739,-0.899555666,-0.887589687,-0.880757863,-0.888210166
-0.622715615,-0.899554965,-0.887588409,-0.880757335,-0.888208383
-0.622714848,-0.899554715,-0.887588337,-0.88075729,-0.888207527
-0.622692178,-0.899553762,-0.887588265,-0.880755508,-0.888206887
-0.622690169,-0.899553019,-0.887587481,-0.880752807,-0.88820341
-0.622689037,-0.899550017,-0.887587288,-0.88075224,-0.888203176
-0.622686744,-0.899548383,-0.887586958,-0.880752051,-0.888202259
-0.622685839,-0.899547977,-0.887586745,-0.880751784,-0.888202101
-0.622680026,-0.899547063,-0.887586369,-0.880751275,-0.888201996
-0.622672146,-0.899546043,-0.887586308,-0.880751235,-0.888200744
-0.622666507,-0.899545222,-0.887586019,-0.880750824,-0.888200703
-0.622659058,-0.899545153,-0.887584456,-0.880750323,-0.888199987
-0.62263247,-0.899544602,-0.887584379,-0.880750309,-0.888199823
-0.622622591,-0.899543408,-0.887584222,-0.880749559,-0.888198655
-0.622608166,-0.899541346,-0.887583444,-0.880749549,-0.88819863
-0.622605034,-0.899539833,-0.887583206,-0.880743058,-0.888197524
-0.622594553,-0.899537917,-0.887582676,-0.880743025,-0.888197221
-0.62259407,-0.89953759,-0.887582206,-0.880742573,-0.888196149
-0.622577874,-0.899537441,-0.88758207,-0.880742347,-0.888195184
-0.622562251,-0.899537087,-0.887581704,-0.880742144,-0.888194058
-0.622561546,-0.899536897,-0.887581125,-0.880741822,-0.888192249
-0.622557639,-0.899536486,-0.887580777,-0.880741726,-0.888192003
-0.622524017,-0.899535951,-0.887580454,-0.880740976,-0.888190577
-0.622517895,-0.899535085,-0.887579909,-0.880740456,-0.888188555
-0.622508051,-0.899534075,-0.887578567,-0.880740198,-0.888188032
-0.622497967,-0.89953361,-0.887577675,-0.880739761,-0.888187879
-0.622495434,-0.899533496,-0.887575722,-0.880739031,-0.888187321
-0.622482158,-0.899533391,-0.887574874,-0.88073899,-0.888187231
-0.622472783,-0.89953322,-0.887574633,-0.880738121,-0.888186467
-0.622466306,-0.899532919,-0.887573696,-0.880737527,-0.888185323
-0.622455425,-0.899529581,-0.887571422,-0.880737051,-0.888182778
-0.622452268,-0.899529394,-0.887570725,-0.88073611,-0.888179605
-0.622440348,-0.899528808,-0.887570085,-0.880735769,-0.88817866
-0.622436271,-0.899527718,-0.887569614,-0.880734803,-0.88817729
-0.622423827,-0.899526265,-0.887569305,-0.880734659,-0.888176101
-0.622384919,-0.899525222,-0.887569103,-0.880734494,-0.888174031
-0.62237831,-0.899525105,-0.887568495,-0.880733986,-0.888173807
-0.622369318,-0.899522954,-0.887568451,-0.880733605,-0.888173641
-0.622364133,-0.899522706,-0.887567902,-0.880732939,-0.888173177
-0.622361751,-0.899522231,-0.887567641,-0.880732913,-0.888170937
-0.622359297,-0.899522176,-0.887566834,-0.880732731,-0.888170213
-0.62234648,-0.899521745,-0.887564987,-0.880732101,-0.888169736
-0.622345542,-0.899521735,-0.887564449,-0.880731099,-0.888168367
-0.622340091,-0.899521346,-0.887563556,-0.880730915,-0.888168104
-0.622331646,-0.899521276,-0.887562466,-0.880730336,-0.888165335
-0.622330925,-0.899520724,-0.8875603,-0.880729898,-0.888164061
-0.622307123,-0.899520021,-0.887559421,-0.880728823,-0.888163371
-0.62230478,-0.899519994,-0.887558969,-0.880728299,-0.888162884
-0.62230026,-0.899519716,-0.887558161,-0.880727584,-0.888162523
-0.622288399,-0.899519139,-0.887557991,-0.880726196,-0.888161717
-0.622272011,-0.899518867,-0.88755796,-0.880725756,-0.888161013
-0.622270767,-0.899518319,-0.887557062,-0.880725223,-0.888160672
-0.622256118,-0.899517618,-0.887556506,-0.880723089,-0.888160159
-0.622228632,-0.899517189,-0.887555787,-0.880722093,-0.888156073
-0.622221286,-0.899517172,-0.887555153,-0.880718023,-0.888153218
-0.622218133,-0.89951668,-0.887554946,-0.88071802,-0.888152629
-0.622188394,-0.899516307,-0.887553999,-0.88071664,-0.888152621
-0.62215645,-0.899514899,-0.887553535,-0.880716411,-0.888150507
-0.622147375,-0.89951464,-0.887553024,-0.880716083,-0.888149599
-0.622131597,-0.89951463,-0.887551097,-0.880715395,-0.888149469
-0.622125575,-0.899514186,-0.887550178,-0.880715256,-0.88814937
-0.622106264,-0.899513571,-0.887548079,-0.880714573,-0.888148208
-0.622100157,-0.899513455,-0.887547957,-0.880714335,-0.888147477
-0.622098118,-0.899513247,-0.887547403,-0.880714116,-0.888146357
-0.622077271,-0.899511641,-0.887547356,-0.880713767,-0.888145446
-0.62207438,-0.899511627,-0.88754684,-0.880712618,-0.888142877
-0.622070139,-0.899511614,-0.887546776,-0.880712387,-0.888142604
-0.622067006,-0.899511428,-0.887546642,-0.880711599,-0.888141103
-0.622036095,-0.899510744,-0.887546432,-0.880711364,-0.888140724
-0.622033873,-0.899510141,-0.887546416,-0.880709438,-0.888140555
-0.62202164,-0.899509918,-0.887546285,-0.880706895,-0.888139592
-0.622007199,-0.899508939,-0.887545423,-0.880705401,-0.888138896
-0.622003871,-0.899507638,-0.887545375,-0.880705294,-0.888138415
-0.622001093,-0.899506911,-0.887545256,-0.880705061,-0.888137342
-0.621981475,-0.899506532,-0.887545039,-0.880704918,-0.888135652
-0.621981336,-0.899505884,-0.887543084,-0.880704193,-0.888135446
-0.621969771,-0.899504482,-0.88754177,-0.880703931,-0.888135372
-0.621967811,-0.899504384,-0.887541616,-0.880703845,-0.888130585
-0.621966538,-0.899504144,-0.887540896,-0.880702551,-0.888129499
-0.62195341,-0.899503984,-0.88753994,-0.880702174,-0.888128639
-0.621929495,-0.899503525,-0.887538832,-0.880701684,-0.888127265
-0.621920493,-0.899503213,-0.887536192,-0.880701629,-0.888126672
-0.621898765,-0.899502328,-0.887535713,-0.880700101,-0.888125267
-0.621898723,-0.899502016,-0.887535228,-0.880699825,-0.888124357
-0.621896105,-0.899501109,-0.88753501,-0.880696697,-0.888124115
-0.621893827,-0.89950039,-0.887534796,-0.880695926,-0.888123955
-0.621880067,-0.899500377,-0.887530988,-0.880695138,-0.888123901
-0.621879501,-0.899500003,-0.887530444,-0.880694338,-0.888123568
-0.621876687,-0.899499914,-0.887530209,-0.880693914,-0.888123073
-0.62186658,-0.899499267,-0.887529835,-0.880693754,-0.888119493
-0.621863552,-0.899498105,-0.887529784,-0.880692812,-0.888118196
-0.621857767,-0.899497469,-0.887529248,-0.880690213,-0.888117374
-0.62185542,-0.899497396,-0.887527487,-0.880689595,-0.888116934
-0.621852024,-0.899496282,-0.887527332,-0.880688665,-0.888115918
-0.621851128,-0.899495963,-0.887527155,-0.880688614,-0.888115916
-0.621850369,-0.89949538,-0.887526557,-0.88068833,-0.888110272
-0.621838854,-0.899495068,-0.887526133,-0.880687391,-0.888109446
-0.62183566,-0.899494381,-0.887525831,-0.880687042,-0.888109332
-0.621835479,-0.899493941,-0.887524818,-0.880686936,-0.888109093
-0.621829906,-0.89949349,-0.887524693,-0.880686918,-0.888108149
-0.621820751,-0.899492914,-0.887523116,-0.880685498,-0.888105752
-0.621814637,-0.899491615,-0.887522553,-0.880685029,-0.888105092
-0.621808953,-0.899491542,-0.887522506,-0.880684402,-0.888104955
-0.621806097,-0.899491373,-0.887521706,-0.880683883,-0.888103273
-0.621797709,-0.89949125,-0.887521389,-0.880683402,-0.888102232
-0.621790226,-0.899490672,-0.887521325,-0.880683243,-0.888100841
-0.621787266,-0.899487812,-0.887520392,-0.880683086,-0.888100303
-0.621777943,-0.899487781,-0.887519545,-0.880682864,-0.888099393
-0.621748478,-0.89948595,-0.887519486,-0.880682501,-0.888097576
-0.621724836,-0.899485794,-0.887518638,-0.88068202,-0.888097233
-0.621723301,-0.899484981,-0.887518507,-0.880681981,-0.88809665
-0.621720858,-0.899484697,-0.887518435,-0.88068175,-0.88809629
-0.6217197,-0.899484298,-0.887518007,-0.880680867,-0.88809543
-0.621699269,-0.899481923,-0.887517653,-0.880680385,-0.888094994
-0.621691247,-0.899481251,-0.887517482,-0.880680372,-0.888093599
-0.621691232,-0.899480981,-0.887516722,-0.88067984,-0.888093179
-0.621690667,-0.899479312,-0.887516252,-0.880679488,-0.888092687
-0.62165582,-0.899479089,-0.887515122,-0.88067803,-0.888091074
-0.621647586,-0.899478554,-0.887513536,-0.880676799,-0.888090766
-0.621645768,-0.899478497,-0.887513507,-0.880676613,-0.888089654
-0.62164129,-0.899477845,-0.887512809,-0.880675659,-0.888087642
-0.62162344,-0.899476715,-0.887512743,-0.880675232,-0.888087306
-0.621620621,-0.899475129,-0.887512711,-0.880674816,-0.888087212
-0.621620461,-0.899474805,-0.887510833,-0.880673687,-0.888085512
-0.621605767,-0.899474699,-0.88750979,-0.880673476,-0.888084384
-0.621592791,-0.8994746,-0.887507497,-0.880673164,-0.888080573
-0.62158866,-0.899474224,-0.887507021,-0.880673027,-0.888080246
-0.621584616,-0.89947386,-0.887506343,-0.880671494,-0.888080007
-0.621548401,-0.899473409,-0.88750529,-0.880671384,-0.888079286
-0.621542508,-0.899472809,-0.887504835,-0.880671074,-0.888079086
-0.621536177,-0.89947241,-0.88750472,-0.880669845,-0.88807853
-0.621535027,-0.899470808,-0.887504597,-0.880669252,-0.888078237
-0.621532435,-0.899469668,-0.887504459,-0.8806691,-0.88807691
-0.621521031,-0.899469616,-0.887504449,-0.880668662,-0.888076551
-0.62152081,-0.899469409,-0.887502562,-0.880668095,-0.888075991
-0.621519442,-0.899468893,-0.887502424,-0.880667985,-0.888075647
-0.621508289,-0.899468584,-0.887501769,-0.880667416,-0.888074878
-0.621492928,-0.89946687,-0.887501292,-0.88066659,-0.888073451
-0.62147672,-0.899465091,-0.887501224,-0.880666331,-0.888073449
-0.621456737,-0.89946498,-0.887498272,-0.880666202,-0.88807209
-0.621427015,-0.899463612,-0.887496873,-0.88066417,-0.888069072
-0.621418789,-0.899463184,-0.887496147,-0.880662948,-0.888067602
-0.621417529,-0.899463024,-0.88749611,-0.880660492,-0.888065977
-0.621396421,-0.899461872,-0.887495175,-0.88065894,-0.888064906
-0.621396077,-0.899461513,-0.887494968,-0.880657565,-0.888064272
-0.621395819,-0.899460986,-0.887494598,-0.88065747,-0.888064267
-0.621391365,-0.89946034,-0.887494409,-0.88065744,-0.888063568
-0.621389224,-0.899460022,-0.887493869,-0.880657348,-0.888063406
-0.621386726,-0.899459603,-0.887493119,-0.880653063,-0.888063107
-0.621382237,-0.899459183,-0.887493096,-0.880650471,-0.888062564
-0.621374975,-0.89945864,-0.887492499,-0.880650094,-0.888060439
-0.621369458,-0.899457362,-0.887492348,-0.880649462,-0.888056803
-0.621343663,-0.899457202,-0.887492215,-0.880649269,-0.888056315
-0.621342222,-0.899456894,-0.887491483,-0.880648584,-0.888056232
-0.621340617,-0.89945574,-0.887491341,-0.880648285,-0.888055228
-0.621331818,-0.899454499,-0.887491212,-0.880647928,-0.888054609
-0.621330123,-0.89945408,-0.887490854,-0.880646876,-0.888054339
-0.621317043,-0.899453058,-0.88749036,-0.880646012,-0.888054148
-0.621312679,-0.899453015,-0.887487648,-0.880645958,-0.888052995
-0.621284056,-0.899452705,-0.887487104,-0.880644615,-0.888051503
-0.621268149,-0.899452366,-0.887487011,-0.880644269,-0.888050895
-0.621248499,-0.899452345,-0.887486388,-0.880644115,-0.888050616
-0.621230118,-0.89944999,-0.887485062,-0.880643441,-0.888050145
-0.621227963,-0.89944919,-0.887483291,-0.880643298,-0.888049512
-0.621214394,-0.899448569,-0.887483035,-0.880642943,-0.888046351
-0.621211552,-0.899448493,-0.887482847,-0.880642804,-0.888045605
-0.621204715,-0.899448051,-0.887482576,-0.880641651,-0.888043473
-0.621197026,-0.899447316,-0.887482175,-0.880639398,-0.888041605
-0.621193613,-0.899446377,-0.887481716,-0.880639096,-0.888040578
-0.621185437,-0.899445462,-0.887481189,-0.880639045,-0.888039829
-0.621175365,-0.899445346,-0.887479943,-0.880638415,-0.88803935
-0.621175226,-0.899445138,-0.887479787,-0.880637858,-0.888038921
-0.621174041,-0.899444406,-0.887479524,-0.880637259,-0.888038821
-0.621171689,-0.899442983,-0.887478707,-0.880637094,-0.888038246
-0.621164275,-0.899442967,-0.887477406,-0.880636713,-0.888037819
-0.621144039,-0.899442887,-0.8874773,-0.880634814,-0.888037722
-0.621121212,-0.89944231,-0.887474233,-0.880633579,-0.88803765
-0.621101189,-0.899441076,-0.887474202,-0.880633536,-0.88803695
-0.621091116,-0.899440971,-0.887472423,-0.880633041,-0.888036025
-0.621081002,-0.899438779,-0.887472264,-0.880632872,-0.888035077
-0.621074407,-0.899438584,-0.88747205,-0.880630931,-0.88803312
-0.621059279,-0.899437509,-0.887471254,-0.880630661,-0.888032746
-0.621050391,-0.899437142,-0.88747087,-0.880629751,-0.888032512
-0.621046256,-0.899436912,-0.887470254,-0.880629155,-0.888032014
-0.621011402,-0.899436615,-0.887469681,-0.880628291,-0.888031985
